,PriceUpdateDate,ItemCode,ItemType,ItemNm,ManufacturerName,ManufactureCountry,ManufacturerItemDescription,UnitQty,Quantity,UnitOfMeasure,bIsWeighted,QtyInPackage,ItemPrice,UnitOfMeasurePrice,AllowDiscount,ItemStatus,Location
101,2022-02-28 13:15:00,7290010426072,1,גבינה מלוחה  400 ג' אלרוחה,לא ידוע,לא ידוע,גבינה מלוחה  400 ג' אלרוחה,יחידה,1,יחידה,0,0.0000,22,22.0000,0,1,16 עכו
102,2022-02-28 13:15:00,7290010426331,1,גבינה מגורדת לאפייה  400ג',לא ידוע,לא ידוע,גבינה מגורדת לאפייה  400ג',יחידה,1,יחידה,0,0.0000,26.9,26.9000,0,1,16 עכו
103,2022-02-28 13:15:00,7290010945450,1,גבינה לבנה 3%  שומן 250 ג' טרה,לא ידוע,לא ידוע,גבינה לבנה 3%  שומן 250 ג' טרה,יחידה,1,יחידה,0,12.0000,4.6,4.6000,0,1,16 עכו
104,2022-02-28 13:15:00,7290011194215,1,מעדן גבינה ויוגורט בטעם בננה 5% שומן 88 ג' דניאלה,לא ידוע,לא ידוע,מעדן גבינה ויוגורט בטעם בננה 5% שומן 88 ג' דניאלה,יחידה,1,יחידה,0,24.0000,3.9,3.9000,0,1,16 עכו
105,2022-02-28 13:15:00,7290011499105,1,גבינה בולגרית מלוחה 5%  250 ג' גד,לא ידוע,לא ידוע,גבינה בולגרית מלוחה 5%  250 ג' גד,יחידה,1,יחידה,0,0.0000,21.9,21.9000,0,1,16 עכו
106,2022-02-28 13:10:00,7290011499112,1,גבינה בולגרית 16% 250 ג'  גד,לא ידוע,לא ידוע,גבינה בולגרית 16% 250 ג'  גד,יחידה,1,יחידה,0,0.0000,21.9,21.9000,0,1,16 עכו
107,2022-02-28 13:15:00,7290011499419,1,גבינה במרקם שמנת  5% שומן 200 ג' גד,לא ידוע,לא ידוע,גבינה במרקם שמנת  5% שומן 200 ג' גד,יחידה,1,יחידה,0,0.0000,11.4,11.4000,0,1,16 עכו
108,2022-02-28 13:10:00,7290012654190,1,גבינה מתוקה טועמה 400 ג',לא ידוע,לא ידוע,גבינה מתוקה טועמה 400 ג',יחידה,1,יחידה,0,0.0000,21.9,21.9000,0,1,16 עכו
109,2022-02-28 13:10:00,7290012654244,1,גבינה כבשים טועמה 800ג',לא ידוע,לא ידוע,גבינה כבשים טועמה 800ג',יחידה,1,יחידה,0,0.0000,45.9,45.9000,0,1,16 עכו
110,2022-02-28 13:15:00,7290013117212,1,בורקס פילו גבינה מעדנות מעדנות 600 ג',לא ידוע,לא ידוע,בורקס פילו גבינה מעדנות מעדנות 600 ג',יחידה,1,יחידה,0,10.0000,19.9,19.9000,1,1,16 עכו
111,2022-02-28 13:10:00,7290014218321,1,בורקס אישי גבינה מעדנות 600 ג',לא ידוע,לא ידוע,בורקס אישי גבינה מעדנות 600 ג',יחידה,1,יחידה,0,12.0000,17.9,17.9000,0,1,16 עכו
112,2022-02-28 13:15:00,7290014759534,1,גבינה בולגרית למריחה טבעי 5%  200 ג' פיראוס,לא ידוע,לא ידוע,גבינה בולגרית למריחה טבעי 5%  200 ג' פיראוס,יחידה,1,יחידה,0,9.0000,13.9,13.9000,0,1,16 עכו
113,2022-02-28 13:15:00,7290014760912,1,פרוסות גבינה  28% שומן  400 ג' גוש חלב,לא ידוע,לא ידוע,פרוסות גבינה  28% שומן  400 ג' גוש חלב,יחידה,1,יחידה,0,12.0000,24.9,24.9000,0,1,16 עכו
114,2022-02-28 13:10:00,7290017065311,1,פרוסות גבינה מוצרלה מעושנת 200 ג',לא ידוע,לא ידוע,פרוסות גבינה מוצרלה מעושנת 200 ג',יחידה,1,יחידה,0,0.0000,16.9,16.9000,0,1,16 עכו
115,2022-02-28 13:10:00,7290017065762,1,גבינה יוונית מאנורי 30% שומן 100 ג' גד,לא ידוע,לא ידוע,גבינה יוונית מאנורי 30% שומן 100 ג' גד,יחידה,1,יחידה,0,10.0000,11.9,11.9000,0,1,16 עכו
116,2022-02-28 13:15:00,7290018091616,1,מקלות פילו גבינה מעדנות 450 ג',לא ידוע,לא ידוע,מקלות פילו גבינה מעדנות 450 ג',יחידה,1,יחידה,0,12.0000,16.9,16.9000,1,1,16 עכו
117,2022-02-28 13:10:00,7290018440476,1,בייגלה מצופה בקרם עוגת גבינה ותותים 140 ג' פליפז,לא ידוע,לא ידוע,בייגלה מצופה בקרם עוגת גבינה ותותים 140 ג' פליפז,יחידה,1,יחידה,0,14.0000,8.9,8.9000,1,1,16 עכו
118,2022-02-28 13:15:00,7290100235324,1,בונז'ור עוגת בריוש גבינה 500ג',לא ידוע,לא ידוע,בונז'ור עוגת בריוש גבינה 500ג',יחידה,1,יחידה,0,12.0000,24.9,24.9000,0,1,16 עכו
119,2022-02-28 13:15:00,7290101551614,1,צ'יטוס קראנצ גבינה עלית מארז  8 יח' *30ג',לא ידוע,לא ידוע,צ'יטוס קראנצ גבינה עלית מארז  8 יח' *30ג',יחידה,1,יחידה,0,20.0000,13.9,13.9000,0,1,16 עכו
120,2022-02-28 13:15:00,7290101557609,1,מעדן גבינה ויוגורט מנגו 88 ג' דניאלה,לא ידוע,לא ידוע,מעדן גבינה ויוגורט מנגו 88 ג' דניאלה,יחידה,1,יחידה,0,12.0000,3.9,3.9000,0,1,16 עכו
121,2022-02-28 13:10:00,7290102300822,1,גבינה צ'דר אנגלית כתומה 200 ג',לא ידוע,לא ידוע,גבינה צ'דר אנגלית כתומה 200 ג',יחידה,1,יחידה,0,24.0000,19.9,19.9000,0,1,16 עכו
122,2022-02-28 13:15:00,7290102393268,1,גבינה לבנה 5% שומן 750 ג' טרה,לא ידוע,לא ידוע,גבינה לבנה 5% שומן 750 ג' טרה,יחידה,1,יחידה,0,12.0000,13.5,13.5000,0,1,16 עכו
123,2022-02-28 13:15:00,7290102394463,1,פרוסות גבינה  28% שומן  500 ג'  נעם,לא ידוע,לא ידוע,פרוסות גבינה  28% שומן  500 ג'  נעם,יחידה,1,יחידה,0,18.0000,23.9,23.9000,0,1,16 עכו
124,2022-02-28 13:15:00,7290102394821,1,גבינה צהובה 28% דקה דקה  200 ג'  נעם,לא ידוע,לא ידוע,גבינה צהובה 28% דקה דקה  200 ג'  נעם,יחידה,1,יחידה,0,20.0000,15.2,15.2000,0,1,16 עכו
125,2022-02-28 13:15:00,7290102394845,1,גבינה צהובה דק דקה 9% 200 ג' נעם,לא ידוע,לא ידוע,גבינה צהובה דק דקה 9% 200 ג' נעם,יחידה,1,יחידה,0,20.0000,16.3,16.3000,0,1,16 עכו
126,2022-02-28 13:15:00,7290102395101,1,ממרח גבינה ושוקולד מוו 200 ג',לא ידוע,לא ידוע,ממרח גבינה ושוקולד מוו 200 ג',יחידה,1,יחידה,0,18.0000,10.9,10.9000,1,1,16 עכו
127,2022-02-28 13:15:00,7290102396665,1,פרוסות גבינה  15% שומן  200 ג' נעם,לא ידוע,לא ידוע,פרוסות גבינה  15% שומן  200 ג' נעם,יחידה,1,יחידה,0,20.0000,15.2,15.2000,0,1,16 עכו
128,2022-02-28 13:15:00,7290102396672,1,גבינה נעם דק 9% 360ג',לא ידוע,לא ידוע,גבינה נעם דק 9% 360ג',יחידה,1,יחידה,0,12.0000,25.9,25.9000,0,1,16 עכו
129,2022-02-28 13:10:00,7290102397730,1,פרוסות גבינה אמנטל חצי קשה 30%  שומן 200 ג' נעם,לא ידוע,לא ידוע,פרוסות גבינה אמנטל חצי קשה 30%  שומן 200 ג' נעם,יחידה,1,יחידה,0,20.0000,16.9,16.9000,0,1,16 עכו
130,2022-02-28 13:10:00,7290102397747,1,גבינה מוצרלה נעם 200 ג' טרה,לא ידוע,לא ידוע,גבינה מוצרלה נעם 200 ג' טרה,יחידה,1,יחידה,0,16.0000,17.9,17.9000,0,1,16 עכו
131,2022-02-28 13:15:00,7290102397891,1,גבינה מותכת  100 ג' צוריאל,לא ידוע,לא ידוע,גבינה מותכת  100 ג' צוריאל,יחידה,1,יחידה,0,24.0000,6.9,6.9000,1,1,16 עכו
132,2022-02-28 13:15:00,7290106660410,1,רביולי תרד וגבינה שטראוס 400 ג',לא ידוע,לא ידוע,רביולי תרד וגבינה שטראוס 400 ג',יחידה,1,יחידה,0,9.0000,19.8,19.8000,0,1,16 עכו
133,2022-02-28 13:54:00,7290106663183,1,צ'יטוס גבינה עלית 65 ג',לא ידוע,לא ידוע,צ'יטוס גבינה עלית 65 ג',יחידה,1,יחידה,0,48.0000,3.7,3.7000,0,1,16 עכו
134,2022-02-28 13:10:00,7290108505733,1,צמות - גבינה חצי קשה 25% שומן 200 ג',לא ידוע,לא ידוע,צמות - גבינה חצי קשה 25% שומן 200 ג',יחידה,1,יחידה,0,0.0000,11.9,11.9000,0,1,16 עכו
135,2022-02-28 13:10:00,7290108506969,1,מאפה בורקס מים תורכי - גבינה 300 ג',לא ידוע,לא ידוע,מאפה בורקס מים תורכי - גבינה 300 ג',יחידה,1,יחידה,0,16.0000,14.9,14.9000,0,1,16 עכו
136,2022-02-28 13:10:00,7290108507010,1,מאפה בורקס מים תורכי - תרד וגבינה 300 ג',לא ידוע,לא ידוע,מאפה בורקס מים תורכי - תרד וגבינה 300 ג',יחידה,1,יחידה,0,16.0000,14.9,14.9000,0,1,16 עכו
137,2022-02-28 13:15:00,7290108509090,1,גבינה מותכת משולשים 14% שומן יורו 200 ג',לא ידוע,לא ידוע,גבינה מותכת משולשים 14% שומן יורו 200 ג',יחידה,1,יחידה,0,16.0000,14.9,14.9000,0,1,16 עכו
138,2022-02-28 13:10:00,7290108509120,1,גבינה בולגרית מעודנת 18% שומן יורו 500 ג',לא ידוע,לא ידוע,גבינה בולגרית מעודנת 18% שומן יורו 500 ג',יחידה,1,יחידה,0,12.0000,19.9,19.9000,0,1,16 עכו
139,2022-02-28 13:10:00,7290108509137,1,גבינה בולגרית מעודנת 5% שומן יורו 250 ג',לא ידוע,לא ידוע,גבינה בולגרית מעודנת 5% שומן יורו 250 ג',יחידה,1,יחידה,0,12.0000,11.9,11.9000,0,1,16 עכו
140,2022-02-28 13:15:00,7290110320850,1,פתיתים גבינה 28% שומן  200 ג' עמק,לא ידוע,לא ידוע,פתיתים גבינה 28% שומן  200 ג' עמק,יחידה,1,יחידה,0,56.0000,14.9,14.9000,0,1,16 עכו
141,2022-02-28 13:15:00,7290110320867,1,פתיתים גבינה 28% שומן  500 ג' עמק,לא ידוע,לא ידוע,פתיתים גבינה 28% שומן  500 ג' עמק,יחידה,1,יחידה,0,56.0000,33.9,33.9000,0,1,16 עכו
142,2022-02-28 13:15:00,7290110323097,1,מעדן גבינה עם תות 5% שומן 80 ג' תנובה,לא ידוע,לא ידוע,מעדן גבינה עם תות 5% שומן 80 ג' תנובה,יחידה,1,יחידה,0,48.0000,1.8,1.8000,0,1,16 עכו
143,2022-02-28 13:10:00,7290110325428,1,גבינה לבנה למריחה עם קרקר 5%-145 ג',לא ידוע,לא ידוע,גבינה לבנה למריחה עם קרקר 5%-145 ג',יחידה,1,יחידה,0,0.0000,4.9,4.9000,0,1,16 עכו
144,2022-02-28 13:15:00,7290110327316,1,גבינה לבנה 5% בתןספת פריכיות 139 ג',לא ידוע,לא ידוע,גבינה לבנה 5% בתןספת פריכיות 139 ג',יחידה,1,יחידה,0,12.0000,5.5,5.5000,0,1,16 עכו
145,2022-02-28 13:15:00,7290110554583,1,מארז צ'יטוס פאפס גבינה 10 יח' *20 ג',לא ידוע,לא ידוע,מארז צ'יטוס פאפס גבינה 10 יח' *20 ג',יחידה,1,יחידה,0,0.0000,12.9,12.9000,1,1,16 עכו
146,2022-02-28 13:15:00,7290112330970,1,"שייק חלבון מי גבינה עם פירות יער 350מ""ל יטבתה",לא ידוע,לא ידוע,"שייק חלבון מי גבינה עם פירות יער 350מ""ל יטבתה",יחידה,1,יחידה,0,6.0000,7.5,7.5000,0,1,16 עכו
147,2022-02-28 13:15:00,7290112330987,1,"שייק חלבון מי גבינה עם אפרסק ומנגו 350מ""ל",לא ידוע,לא ידוע,"שייק חלבון מי גבינה עם אפרסק ומנגו 350מ""ל",יחידה,1,יחידה,0,6.0000,7.5,7.5000,0,1,16 עכו
148,2022-02-28 13:15:00,7290112338877,1,מעדן גבינה בטעם תות 3% 125ג' סקי,לא ידוע,לא ידוע,מעדן גבינה בטעם תות 3% 125ג' סקי,יחידה,1,יחידה,0,24.0000,3.7,3.7000,0,1,16 עכו
149,2022-02-28 13:10:00,7290112344564,1,רביולי גבינה קלאסי שטראוס 400 ג',לא ידוע,לא ידוע,רביולי גבינה קלאסי שטראוס 400 ג',יחידה,1,יחידה,0,9.0000,19.8,19.8000,0,1,16 עכו
150,2022-02-28 13:15:00,7290112349606,1,מעדן גבינה ויוגורט תות בננה 88 ג' דניאלה,לא ידוע,לא ידוע,מעדן גבינה ויוגורט תות בננה 88 ג' דניאלה,יחידה,1,יחידה,0,12.0000,3.9,3.9000,0,1,16 עכו
151,2022-02-28 13:10:00,7290112352569,1,משקה חלבון מי גבינה מבודד בטעם אפרסק 350 ג' יטבתה,לא ידוע,לא ידוע,משקה חלבון מי גבינה מבודד בטעם אפרסק 350 ג' יטבתה,יחידה,1,יחידה,0,6.0000,7.5,7.5000,0,1,16 עכו
152,2022-02-28 13:10:00,8712092005802,1,גבינה מעושנת טבעי 200 ג',לא ידוע,לא ידוע,גבינה מעושנת טבעי 200 ג',יחידה,1,יחידה,0,21.0000,22.9,22.9000,0,1,16 עכו
153,2022-02-28 13:10:00,9002859050206,1,גונץ טורטילה צ'יפס בטעם גבינה 200  ג',לא ידוע,לא ידוע,גונץ טורטילה צ'יפס בטעם גבינה 200  ג',יחידה,1,יחידה,0,22.0000,10.9,10.9000,0,1,16 עכו
